rank;year;title_name;title_id;distributor;release_day;release_month;release_year;worldwide_gross;domestic_gross;foreign_gross;opening_gross;budget;genres
12397;2011;viva riva;tt1723120;music box films;10;6;2011;168982;61759;107223;10314;;crime,drama,thriller
12398;2008;deal;tt0446676;metrogoldwynmayer mgm;25;4;2008;78731;61626;17105;35281;;drama
12399;2010;alamar;tt1502396;film movement;2;7;2010;144163;61613;82550;7668;;documentary,drama
12400;2019;sauvage;tt8307082;strand releasing;29;8;2018;317536;61604;255932;7440;;drama
12401;2015;loreak;tt3900206;music box films;31;10;2014;139421;61568;77853;6572;;drama
12402;2015;ming zhong zhu ding;tt4819544;china lion film distribution;23;7;2015;11009348;61565;10947783;27311;;comedy,romance
12403;2012;backwards;tt2005153;dada films;21;9;2012;61465;61465;;23190;;romance,sport
12404;2004;le temps du loup;tt0324197;palm pictures;8;10;2003;499149;61439;437710;7560;;drama,horror
12405;2017;donald cried;tt4442604;the orchard;3;3;2017;61406;61406;;7977;;comedy,drama
12406;1994;silent tongue;tt0108135;trimark pictures;25;2;1994;61274;61274;;18227;;drama,horror,western
15119;2018;hannah;tt4432006;parade deck films;22;2;2018;146325;11700;134625;11700;;drama
12408;2000;judy berlin;tt0181618;shooting gallery;25;2;2000;61236;61236;;61236;;comedy,drama
12409;2019;grace a dieu;tt8095860;music box films;20;2;2019;7716833;61079;7655754;7765;;crime,drama
12410;2014;young and beautiful;tt2752200;ifc films;21;8;2013;9757417;61067;9696350;4607;;drama,romance
12411;2002;war photographer;tt0309061;first run;19;6;2002;86863;61040;25823;9327;;documentary,war
12412;2019;the mountain;tt7950334;kino lorber;26;7;2019;61035;61035;;15785;;drama
12413;2013;dont stop believin everymans journey;tt1308756;cinedigm entertainment group;8;3;2013;61018;61018;;25573;;documentary
12414;2007;la montana sagrada;tt0071615;abkco films;19;1;2007;95858;61001;34857;4143;;adventure,drama,fantasy
12415;2008;bushi no ichibun;tt0483578;eleven arts;1;12;2006;33755574;60910;33694664;5234;;drama,romance
12416;2002;chelsea walls;tt0226935;lionsgate;19;4;2002;60902;60902;;10003;;drama
12417;2013;the wicker man;tt0070917;;24;8;2007;98201;60891;37310;;;horror,mystery,thriller
12418;2003;polissons et galipettes;tt0330775;strand releasing;24;7;2002;85006;60862;24144;7359;;adult,documentary
12419;1994;its pat the movie;tt0110169;walt disney studios motion pictures;26;8;1994;60822;60822;;31370;;comedy
12420;2013;its a disaster;tt1995341;oscilloscope;12;4;2013;60818;60818;;15305;;comedy,drama
12421;2004;ya lyublyu tebya;tt0402595;picture this entertainment;19;11;2004;60815;60815;;5785;;comedy,romance
12422;2015;bande de filles;tt3655522;strand releasing;22;10;2014;1862990;60765;1802225;7667;;drama
12423;2006;aurora borealis;tt0387037;regent releasing;15;9;2006;60729;60729;;4321;;drama,romance
12424;2004;los novios bulgaros;tt0353818;tla releasing;2;5;2003;161027;60712;100315;6345;;comedy,crime,drama,romance
12425;1989;rachel river;tt0093816;taurus entertainment company;20;1;1989;60698;60698;;13705;;drama
12426;2008;hallam foe;tt0466816;magnolia pictures;30;8;2007;2149799;60641;2089158;13490;;drama,mystery,romance
12427;2011;how to live forever;tt1172957;variance films;13;5;2011;60630;60630;;3716;;documentary
11842;2018;the price of everything;tt7475540;home box office hbo;19;10;2018;144446;87400;57046;16817;;documentary
12429;2004;noi albinoi;tt0351461;palm pictures;9;7;2003;1342010;60555;1281455;4808;;drama
12430;2014;siddharth;tt2932606;zeitgeist films;27;6;2014;69310;60537;8773;4564;;drama
12431;1997;the long way home;tt0119561;seventh art releasing;17;9;1997;60509;60509;;10606;;documentary,history,war
12432;2016;too late;tt2394063;vanishing angle films;18;3;2016;60438;60438;;7000;;drama,mystery,thriller
12433;2009;jerichow;tt1224153;the cinema guild;8;1;2009;906590;60379;846211;8042;;drama
12434;2009;namooeobsneun san;tt1143155;oscilloscope;22;4;2009;124023;60336;63687;5014;;drama
12435;2011;limelight;tt1418702;magnolia pictures;23;9;2011;60335;60335;;9259;;documentary
12436;2008;boogie man the lee atwater story;tt1262863;interpositive media;26;9;2008;60332;60332;;10939;;biography,documentary
12437;2017;enas allos kosmos;tt3909336;cinema libre studio;17;12;2015;5011560;60298;4951262;16353;;drama,romance
12438;2011;crime after crime;tt1746153;life sentence filmsmtuckman media;1;7;2011;60291;60291;;3215;;biography,crime,documentary,news
12439;2016;girl asleep;tt3955894;oscilloscope;23;9;2016;64056;60289;3767;2567;;comedy,family,fantasy
12440;1999;joe the king;tt0160672;trimark pictures;15;10;1999;60279;60279;;11793;;crime,drama
12441;2012;o som ao redor;tt2190367;the cinema guild;24;8;2012;465082;60255;404827;12666;;drama,thriller
12442;2002;ikiru;tt0044741;cowboy pictures;27;12;2002;90773;60239;30534;2149;;drama
12443;2015;jauja;tt2514338;;10;9;2004;1253774;60231;1193543;;;drama,fantasy,western
12444;2013;how i live now;tt1894476;magnolia pictures;4;10;2013;925762;60213;865549;28547;;romance,scifi,thriller,war
12445;2009;stellet licht;tt0841925;palisades tartan;12;10;2007;877577;60200;817377;11967;;drama,romance
12446;2016;presenting princess shaw;tt4161074;magnolia pictures;27;5;2016;60197;60197;;4814;;documentary,music
12447;2003;carnages;tt0280523;wellspring media;13;11;2002;99049;60158;38891;7139;;comedy,drama,romance
12448;2015;gueros;tt3499048;kino lorber;8;5;2015;102354;60114;42240;;;comedy,drama
12449;2017;just one drop;tt6874242;gathrfilms;22;9;2017;60078;60078;;;;documentary
12450;2012;gregory crewdson brief encounters;tt2281267;zeitgeist films;2;11;2012;60064;60064;;1492;;biography,documentary,drama
12451;2015;cooties;tt2490326;lionsgate premiere;18;9;2015;485544;60058;425486;33031;;action,comedy,horror,scifi
12452;2017;manolo the boy who made shoes for lizards;tt5821256;music box films;15;9;2017;64889;60056;4833;8186;;biography,documentary,drama
12453;2003;down and out with the dolls;tt0283323;indican pictures;21;3;2003;60000;60000;;13684;;comedy,music
12454;2001;the million dollar hotel;tt0120753;lionsgate;30;11;2000;105983;59989;45994;29483;;drama,mystery,thriller
12455;2011;3;tt1517177;strand releasing;23;12;2010;2611555;59954;2551601;9821;;comedy,drama,romance
12456;2017;the force;tt6159518;kino lorber;14;7;2017;59912;59912;;;;documentary
12457;2014;alceste a bicyclette;tt2207050;strand releasing;16;1;2013;10759874;59874;10700000;3896;;comedy,drama
12458;1998;life during wartime;tt0119534;lionsgate;16;10;1998;59864;59864;;7787;;comedy
12459;2019;john fogerty 50 year trip  live at red rocks;tt10979830;fathom events;11;11;2019;59795;59795;;;;music
11001;2018;best friends volume 2;tt7694738;fathom events;1;6;2018;141524;141524;;69297;;comedy,drama,thriller
12461;2014;frontera;tt2510028;magnolia pictures;5;9;2014;59696;59696;;10962;;drama,thriller,western
12462;2014;feuchtgebiete;tt2524674;;22;8;2013;10561230;59478;10501752;;;comedy,drama
12463;2016;siganitalja;tt5597408;cj entertainment;13;4;2016;8312361;59425;8252936;6068;;drama,fantasy,romance,thriller
12464;2014;cheap thrills;tt2389182;drafthouse films;21;3;2014;59424;59424;;18638;;comedy,crime,drama,horror,thriller
12465;1989;ten little indians;tt0098454;cannon film distributors;10;11;1989;59405;59405;;43436;;crime,mystery,thriller
12466;2013;sweet dreams;tt2280836;international film circuit;1;11;2013;59403;59403;;;;documentary,drama,history,music
11146;2018;support the girls;tt6859352;magnolia pictures;24;8;2018;139550;129124;10426;51167;;comedy,drama
12468;2017;bang the bert berns story;tt5432624;abramorama;26;4;2017;59299;59299;;3923;;documentary,history,music
12469;1991;the big man;tt0099136;miramax;9;8;1991;59227;59227;;5248;;crime,drama,sport
12470;2014;walk of shame;tt2463288;focus world;1;5;2014;8122990;59209;8063781;39751;;comedy
12471;2008;roman polanski wanted and desired;tt1157705;thinkfilm;11;7;2008;100458;59192;41266;4613;;crime,documentary
12472;1980;phobia;tt0081334;paramount pictures;26;9;1980;59167;59167;;;;drama,horror,thriller
12473;2003;the young unknowns;tt0186719;indican pictures;11;4;2003;59166;59166;;4855;;drama
15035;2018;head full of honey;tt5836706;warner bros;30;11;2018;138844;12350;126494;8715;;comedy,drama
12475;2012;la guerre est declaree;tt1931470;ifc films;31;8;2011;5901092;59100;5841992;12791;;drama
12476;2013;the trials of muhammad ali;tt2489734;kino lorber;23;8;2013;59081;59081;;2980;;biography,documentary,sport,war
12477;2012;dai juk hei kek;tt2266938;china lion film distribution;9;8;2012;4028543;59059;3969484;31097;;comedy
12478;2005;screen door jesus;tt0339638;indican pictures;30;9;2005;59000;59000;;6040;;comedy,drama,fantasy
12479;2011;murder 2;tt1918965;eros international;7;7;2011;228501;59000;169501;;;action,drama,horror
12068;2018;mukkabaaz;tt7180544;eros international;11;1;2018;138515;75929;62586;47808;;action,drama,sport
12481;1999;shiloh 2 shiloh season;tt0175159;legacy;25;6;1999;58946;58946;;2765;;drama,family,thriller
12482;2014;the one i wrote for you;tt2518370;abramorama;5;12;2014;58872;58872;;48643;;drama,family,music
12483;1998;sonatine;tt0108188;miramax  rolling thunder;10;4;1998;58834;58834;;17527;;action,comedy,crime,drama,romance,thriller
12484;2007;maxed out hard times easy credit and the era of predatory lenders;tt0762117;magnolia pictures;9;3;2007;58829;58829;;20024;;documentary
12485;2012;side by side;tt2014338;tribeca film;17;8;2012;67054;58825;8229;6956;;documentary
12486;2006;el aura;tt0420509;ifc films;15;9;2005;1785981;58804;1727177;4601;;crime,drama,thriller
12487;2008;what we do is secret;tt0384683;peace arch entertainment;8;8;2008;58776;58776;;5888;;biography,drama,music
12488;2014;sagrada el misteri de la creacio;tt2552316;;22;3;2013;78973;58755;20218;;;documentary
12489;2015;i smile back;tt3640682;broad green pictures;23;10;2015;63373;58738;4635;15758;;drama
12490;2008;la terza madre;tt0804507;myriad pictures;31;10;2007;3119957;58669;3061288;19419;;drama,horror,thriller
12491;2004;wasabi tuna;tt0348354;cafe entertainment studio;7;5;2004;58667;58667;;7631;;action,comedy,crime
12492;1970;il conformista;tt0065571;paramount pictures;22;10;1970;400747;58657;342090;;;drama
11344;2018;mantra sounds into silence;tt6622540;gathrfilms;20;4;2018;135684;115013;20671;;;documentary,music
12494;2003;les yeux sans visage;tt0053459;rialto pictures;31;10;2003;60254;58565;1689;19628;;drama,horror
12495;2013;aftershock;tt1780762;radiustwc;10;5;2013;294696;58510;236186;40179;;action,adventure,horror,thriller
12496;2005;home delivery aapko ghar tak;tt0457940;eros international;2;12;2005;58499;58499;;46730;;comedy,romance
12497;1994;the making of and god spoke;tt0107492;artisan entertainment;23;9;1994;58484;58484;;18886;;comedy
11296;2018;five seasons the gardens of piet oudolf;tt8306634;argot pictures;13;6;2018;130319;119223;11096;7525;;documentary
12499;2009;four seasons lodge;tt0804485;first run;11;11;2009;58334;58334;;11667;;documentary
12500;2014;rudderless;tt1798243;the samuel goldwyn company;17;10;2014;546149;58293;487856;37440;;comedy,drama,music
12501;2004;gokudo kyofu daigekijo gozu;tt0361668;pathfinder pictures;30;7;2004;58202;58202;;5030;;crime,drama,horror,mystery,thriller
11132;2018;puccini madama butterfly;tt5606382;fathom events;20;6;2018;129730;129730;;;;musical
12503;2013;faust;tt1437357;leisure time features;15;11;2013;58132;58132;;10030;;drama,fantasy,mystery
12504;1993;betty;tt0103800;mk2 usa;20;8;1993;58099;58099;;5243;;drama
11139;2018;verdi il trovatore;tt5102816;fathom events;27;6;2018;129393;129393;;;;musical
12506;2003;prey for rock  roll;tt0307351;mac releasing;26;9;2003;86277;58040;28237;6835;;drama,music
12507;2004;voices of iraq;tt0430745;magnolia pictures;29;10;2004;57999;57999;;30634;;documentary,war
12508;2017;il boom;tt0056883;rialto pictures;16;6;2017;57962;57962;;8164;;comedy
12509;2003;dom durakov;tt0332605;paramount classics;31;1;2003;157613;57862;99751;7246;;drama,music,romance,war
12510;2009;the end of poverty;tt0903943;cinema libre studio;13;11;2009;57805;57805;;12593;;documentary
12511;2016;galyeojin sigan;tt6273736;dreamwest pictures;16;11;2016;3328517;57759;3270758;4156;;fantasy
12512;2016;command and control;tt5598206;american experience films;14;9;2016;57635;57635;;5385;;documentary,history
12513;2003;only the strong survive;tt0308672;miramax;9;5;2003;63778;57581;6197;22035;;documentary,music
12252;2018;where hands touch;tt1235187;vertical entertainment;14;9;2018;128269;67743;60526;67743;;drama,romance,war
12515;2016;sold;tt1411956;matson films;1;4;2016;57527;57527;;5070;;drama
11304;2018;the great buster;tt8758548;cohen media group;5;10;2018;125807;118344;7463;7107;;biography,documentary
12517;2014;borgman;tt1954315;drafthouse films;29;8;2013;1009474;57474;952000;5317;;drama,horror,mystery,thriller
12518;2009;patrik 15;tt1067733;regent releasing;12;9;2008;64830;57468;7362;408;;comedy,drama,romance
12519;2013;ren zai jiong tu tai jiong;tt2459022;amc theaters;12;12;2012;197757387;57387;197700000;32206;;adventure,comedy,drama
11371;2018;hymn sarah brightman in concert;tt10160686;fathom events;2;11;2018;124707;113274;11433;;;music
11209;2018;85 the greatest team in pro football history;tt4417402;fathom events;29;1;2018;124573;124573;;;;sport
12522;2008;finding amanda;tt0889134;magnolia pictures;27;6;2008;77410;57297;20113;31340;;comedy,drama
12523;1997;keys to tulsa;tt0116762;gramercy pictures i;11;4;1997;57252;57252;;28318;;crime,drama,thriller
12524;2001;kuch khatti kuch meethi;tt0271604;eros international;19;1;2001;57188;57188;;57188;;comedy,drama,family,romance
12525;2019;mickey and the bear;tt9614440;utopia;15;11;2019;57188;57188;;9375;;drama
12526;1995;gumby 1;tt0113234;arrow releasing;12;5;1995;57100;57100;;6144;;adventure,animation,comedy,family,fantasy,music,scifi,western
12527;2016;pele birth of a legend;tt0995868;ifc films;5;5;2016;7846608;57046;7789562;7226;;biography,drama,sport
12528;2001;cosi ridevano;tt0139951;new yorker films;23;11;2001;57009;57009;;;;drama
12529;2003;limbalsamatore;tt0322725;first run;6;9;2002;384336;56878;327458;10313;;drama,romance
12530;2013;the canyons;tt2292959;ifc films;2;8;2013;270185;56825;213360;13351;;drama,thriller
12531;2014;the rocket;tt2178256;kino lorber;5;9;2013;449064;56823;392241;4621;;drama
12532;2014;ilo ilo;tt2901736;film movement;29;8;2013;1174692;56773;1117919;8775;;drama
12533;2002;harvard man;tt0242508;cowboy pictures;17;5;2002;56653;56653;;8425;;comedy,crime,drama,romance,thriller
12534;2002;les enfants du siecle;tt0177746;empire pictures inc;14;6;2002;381624;56611;325013;8044;;biography,drama,romance
12535;2014;the bag man;tt2212008;cinedigm entertainment group;28;2;2014;461780;56574;405206;29231;;action,crime,drama,thriller
12536;2011;farmageddon;tt1609113;kristin marie productions llc;17;6;2011;56573;56573;;2699;;documentary,news
12537;2005;le vieil homme et lenfant;tt0063771;rialto pictures;27;5;2005;56558;56558;;5255;;comedy,drama
11927;2018;blood fest;tt7208564;fathom events;14;8;2018;122833;82774;40059;;;comedy,horror
12539;2016;dongju;tt5799928;cj entertainment;17;2;2016;7809531;56550;7752981;17724;;biography,drama
12540;2012;beyond the black rainbow;tt1534085;magnolia pictures;18;5;2012;56491;56491;;4957;;horror,scifi,thriller
12541;2012;a torinoi lo;tt1316540;the cinema guild;25;11;2011;162088;56391;105697;9145;;drama
12542;2008;beautiful losers;tt0430916;sidetrack films;8;8;2008;64064;56386;7678;10607;;documentary,music
12543;2014;big men;tt2789532;abramorama;14;3;2014;56286;56286;;7539;;documentary
12544;2017;saving brinton;tt6195442;barn owl pictures;17;9;2017;56218;56218;;2690;;documentary
12545;2008;chapter 27;tt0488988;peace arch entertainment;28;3;2008;187488;56215;131273;13910;;biography,crime,drama,history
12546;2004;divan;tt0303917;zeitgeist films;17;3;2004;56214;56214;;3560;;documentary
12547;2016;hatuna meniyar;tt4794512;strand releasing;15;4;2016;56196;56196;;2771;;drama
12548;2003;kart racer;tt0300069;alliance atlantis vivafilm;25;9;2003;56146;56146;;56146;;comedy,drama,family
12549;2006;feast;tt0426459;dimension films;22;9;2006;719135;56131;663004;54556;;action,comedy,horror,thriller
12550;2003;dorm daze;tt0362511;120 degree films;24;9;2003;436365;56127;380238;27712;;comedy,crime,mystery,romance
12551;2000;promenonsnous dans les bois;tt0236638;phaedra cinema;29;9;2000;306963;56119;250844;56119;;horror,thriller
12552;2014;grzeli nateli dgeebi;tt2741806;big world pictures;27;11;2013;97236;56092;41144;9280;;drama
12553;1999;god said ha;tt0119207;miramax;12;2;1999;55970;55970;;12022;;comedy,drama
12554;2002;the diaries of vaslav nijinsky;tt0295480;wellspring media;25;4;2002;63364;55968;7396;3393;;biography,documentary,music
12555;2001;beautiful creatures;tt0221889;focus features;19;1;2001;313768;55835;257933;9134;;comedy,crime,drama,thriller
12556;2013;terms and conditions may apply;tt2084953;variance films;12;7;2013;55824;55824;;4446;;documentary,news
12557;2010;looking for eric;tt1242545;ifc films;27;5;2009;11643812;55804;11588008;6743;;comedy,drama,fantasy,sport
12558;2016;lattesa;tt3715122;oscilloscope;17;9;2015;1010766;55804;954962;5686;;drama
12559;2007;hak se wui yi woo wai kwai;tt0491244;tartan;27;4;2006;1836534;55758;1780776;10811;;crime,drama,thriller
12560;2008;padre nuestro;tt0834938;ifc films;5;10;2007;578264;55730;522534;8385;;drama,thriller
